title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross,year,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Jimmy's Hall,Jimmy's Hall,2014-01-01,109.0,"Biography,Drama,History",6.7,5241,SPC,561000.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nasty Baby,Nasty Baby,2015-01-01,101.0,Drama,5.6,2099,Orch.,79800.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Farewell Party,Mita Tova,2014-01-01,95.0,"Comedy,Drama,Romance",7.0,1795,Gold.,173000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Men, Women & Children","Men, Women & Children",2014-01-01,119.0,"Comedy,Drama",6.7,28110,Par.,706000.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The New Girlfriend,Une nouvelle amie,2014-01-01,108.0,Drama,6.6,6796,Cohen,147000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to Marwen,Welcome to Marwen,2018-01-01,116.0,"Biography,Comedy,Drama",6.1,8920,Uni.,10800000.0,2018-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriolanus,National Theatre Live: Coriolanus,2014-01-01,192.0,"Drama,History,War",8.7,1347,Wein.,757000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Coriolanus,Coriolanus,2011-01-01,123.0,"Drama,Thriller,War",6.1,29654,Wein.,757000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Thor: Ragnarok,Thor: Ragnarok,2017-01-01,130.0,"Action,Adventure,Comedy",7.9,482995,BV,315100000.0,2017-01-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beijing Love Story,Bei Jing ai qing gu shi,2014-01-01,121.0,"Drama,Romance",5.8,321,CL,428000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102 Not Out,102 Not Out,2018-01-01,102.0,"Comedy,Drama",7.5,4802,Sony,1300000.0,2018-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Long Way Down,A Long Way Down,2014-01-01,96.0,"Comedy,Drama",6.4,29260,Magn.,13300.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secretariat,Secretariat,2010-01-01,123.0,"Biography,Drama,Family",7.2,24536,BV,59700000.0,2010-01-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nutcracker in 3D,The Nutcracker in 3D,2010-01-01,110.0,"Action,Family,Fantasy",4.3,3119,Free,195000.0,2010-01-01,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lone Survivor,Lone Survivor,2013-01-01,121.0,"Action,Biography,Drama",7.5,246641,Uni.,125100000.0,2013-01-01,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheerful Weather for the Wedding,Cheerful Weather for the Wedding,2012-01-01,89.0,"Comedy,Drama,Romance",5.6,2048,IFC,2700.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Lincoln Lawyer,The Lincoln Lawyer,2011-01-01,118.0,"Crime,Drama,Thriller",7.3,196109,LGF,58000000.0,2011-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cars 2,Cars 2,2011-01-01,106.0,"Adventure,Animation,Comedy",6.2,138914,BV,191500000.0,2011-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Tub Time Machine,Hot Tub Time Machine,2010-01-01,101.0,"Comedy,Sci-Fi",6.4,153962,MGM,50300000.0,2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
High School,High School,2010-01-01,99.0,Comedy,5.8,7060,Anch.,139000.0,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warrior,Warrior,2011-01-01,140.0,"Drama,Sport",8.2,403755,LGF,13700000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Extra Man,The Extra Man,2010-01-01,108.0,Comedy,5.9,4580,Magn.,453000.0,2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karthik Calling Karthik,Karthik Calling Karthik,2010-01-01,135.0,"Drama,Mystery,Thriller",7.0,9257,Eros,286000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Khatta Meetha,Khatta Meetha,2010-01-01,157.0,"Comedy,Crime,Drama",5.8,8448,Eros,542000.0,2010-01-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Number Four,I Am Number Four,2011-01-01,111.0,"Action,Adventure,Sci-Fi",6.1,217762,BV,55100000.0,2011-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Well-Digger's Daughter,La fille du puisatier,2011-01-01,107.0,"Drama,Romance",7.0,3459,KL,386000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Byzantium,Byzantium,2012-01-01,118.0,"Drama,Fantasy,Horror",6.5,38237,IFC,89200.0,2013-01-01,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
W.E.,W.E.,2011-01-01,119.0,"Drama,History,Romance",6.3,11314,Wein.,583000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Premium Rush,Premium Rush,2012-01-01,91.0,"Action,Crime,Thriller",6.5,105279,Sony,20300000.0,2012-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Exit Through the Gift Shop,Exit Through the Gift Shop,2010-01-01,87.0,"Comedy,Crime,Documentary",8.0,58721,PDA,3300000.0,2010-01-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Take This Waltz,Take This Waltz,2011-01-01,116.0,"Comedy,Drama",6.6,25866,Magn.,1200000.0,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Means War,This Means War,2012-01-01,103.0,"Action,Comedy,Romance",6.3,167438,Fox,54800000.0,2012-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Free Birds,Free Birds,2013-01-01,91.0,"Adventure,Animation,Comedy",5.9,20934,Rela.,55800000.0,2013-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In Time,In Time,2011-01-01,109.0,"Action,Crime,Drama",6.7,346077,Fox,37500000.0,2011-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viva Riva!,Viva Riva!,2010-01-01,98.0,"Crime,Drama,Thriller",6.2,1054,MBox,61800.0,2011-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Barely Lethal,Barely Lethal,2015-01-01,96.0,"Action,Adventure,Comedy",5.4,17473,A24,6100.0,2015-01-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silent House,Silent House,2011-01-01,86.0,"Drama,Horror,Mystery",5.3,20831,ORF,12800000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,2013-01-01,106.0,"Adventure,Family,Fantasy",5.8,102313,Fox,68600000.0,2013-01-01,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
End of Watch,End of Watch,2012-01-01,109.0,"Action,Crime,Drama",7.6,211308,ORF,41000000.0,2012-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Like a Woman,Just Like a Woman,2012-01-01,87.0,Drama,5.5,2447,Cohen,11400.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Song of the Sea,Song of the Sea,2014-01-01,93.0,"Adventure,Animation,Drama",8.1,43966,GK,858000.0,2014-01-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Look of Love,The Look of Love,2013-01-01,101.0,"Biography,Comedy,Drama",6.0,6263,IFC,21300.0,2013-01-01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Look of Love,The Look of Love,2012-01-01,46.0,Comedy,8.5,17,IFC,21300.0,2013-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Island President,The Island President,2011-01-01,101.0,Documentary,7.3,1115,Gold.,76400.0,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Violeta Went to Heaven,Violeta se fue a los cielos,2011-01-01,110.0,"Biography,Drama,Music",7.3,1877,KL,21500.0,2013-01-01,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eye in the Sky,Eye in the Sky,2015-01-01,102.0,"Drama,Thriller,War",7.3,72301,BST,18700000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017-01-01,89.0,"Action,Animation,Comedy",6.2,21903,Fox,73900000.0,2017-01-01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassin's Creed,Assassin's Creed,2016-01-01,115.0,"Action,Adventure,Sci-Fi",5.8,167110,Fox,54600000.0,2016-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Finding Mr. Right,Bei Jing yu shang Xi Ya Tu,2013-01-01,121.0,Comedy,6.4,2027,CL,6900.0,2013-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Bird in a Blizzard,White Bird in a Blizzard,2014-01-01,91.0,"Drama,Mystery,Thriller",6.4,25376,Magn.,33800.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
We Are What We Are,We Are What We Are,2013-01-01,105.0,"Drama,Horror,Thriller",5.9,18381,EOne,81400.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
We Are What We Are,Somos lo que hay,2010-01-01,90.0,"Drama,Horror",5.7,4276,EOne,81400.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Werewolf Boy,Neuk-dae-so-nyeon,2012-01-01,122.0,"Fantasy,Romance",7.4,5657,CJ,343000.0,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Kochadaiiyaan,Kochadaiiyaan,2014-01-01,124.0,"Action,Animation",6.5,4527,Eros,817000.0,2014-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bird People,Bird People,2014-01-01,127.0,"Drama,Fantasy,Romance",6.1,2742,IFC,32100.0,2014-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Paradise: Faith,Paradies: Glaube,2012-01-01,115.0,Drama,6.8,3815,Strand,6500.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Green Inferno,The Green Inferno,2013-01-01,100.0,"Adventure,Horror",5.3,33239,BH Tilt,7200000.0,2015-01-01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Woman in Gold,Woman in Gold,2015-01-01,109.0,"Biography,Drama,History",7.3,48501,Wein.,33299999.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Taken 3,Taken 3,2014-01-01,108.0,"Action,Thriller",6.0,165072,Fox,89300000.0,2015-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,2014-01-01,84.0,"Horror,Mystery,Thriller",5.0,37147,Par.,32500000.0,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Ted 2,Ted 2,2015-01-01,115.0,Comedy,6.3,165843,Uni.,81500000.0,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek Beyond,Star Trek Beyond,2016-01-01,122.0,"Action,Adventure,Sci-Fi",7.1,209844,Par.,158800000.0,2016-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ratchet & Clank,Ratchet & Clank,2016-01-01,94.0,"Action,Adventure,Animation",5.6,9033,Focus,8800000.0,2016-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost in Paris,Paris pieds nus,2016-01-01,83.0,Comedy,6.3,2297,Osci.,692000.0,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camp X-Ray,Camp X-Ray,2014-01-01,117.0,"Drama,War",6.9,36700,IFC,13300.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Moms' Night Out,Moms' Night Out,2014-01-01,98.0,Comedy,5.5,12402,TriS,10400000.0,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tevar,Tevar,2015-01-01,157.0,"Action,Drama,Romance",4.2,2714,Eros,236000.0,2015-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,2015-01-01,94.0,"Action,Comedy,Crime",4.4,30828,Sony,71000000.0,2015-01-01,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Year,Eshche odin god,2014-01-01,107.0,"Drama,Romance",6.6,294,SPC,3200000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Another Year,Another Year,2010-01-01,129.0,"Comedy,Drama",7.3,26273,SPC,3200000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Another Year,You yi nian,2016-01-01,181.0,Documentary,7.2,40,SPC,3200000.0,2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bilal: A New Breed of Hero,Bilal: A New Breed of Hero,2015-01-01,105.0,"Action,Adventure,Animation",8.0,16854,VE,491000.0,2018-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Perfect Day,A Perfect Day,2015-01-01,106.0,"Comedy,Drama,War",6.8,18190,IFC,14000.0,2016-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Closet Monster,Closet Monster,2015-01-01,90.0,"Drama,Fantasy,Mystery",7.0,6580,Strand,42200.0,2016-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
The Salt of the Earth,The Salt of the Earth,2014-01-01,110.0,"Biography,Documentary,History",8.4,17262,SPC,1300000.0,2015-01-01,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wolf Warrior 2,Zhan lang II,2017-01-01,123.0,"Action,Drama,Thriller",6.2,5684,HC,2700000.0,2017-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Chambermaid,La camarista,2018-01-01,102.0,Drama,7.1,147,FM,300.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Town,The Town,2010-01-01,125.0,"Crime,Drama,Thriller",7.6,322524,WB,92200000.0,2010-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Little Fockers,Little Fockers,2010-01-01,98.0,"Comedy,Romance",5.5,99222,Uni.,148400000.0,2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Justice League,Justice League,2017-01-01,120.0,"Action,Adventure,Fantasy",6.5,329135,WB,229000000.0,2017-01-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hanna,Hanna,2011-01-01,111.0,"Action,Drama,Thriller",6.8,179178,Focus,40300000.0,2011-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Warrior's Way,The Warrior's Way,2010-01-01,100.0,"Action,Fantasy,Western",6.3,24271,Rela.,5700000.0,2010-01-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Darkest Hour,The Darkest Hour,2011-01-01,89.0,"Action,Adventure,Horror",4.9,55071,Sum.,21400000.0,2011-01-01,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Darkest Hour,The Darkest Hour,2014-01-01,52.0,"Documentary,News",6.4,8,Sum.,21400000.0,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seventh Son,Seventh Son,2014-01-01,102.0,"Action,Adventure,Fantasy",5.5,66565,Uni.,17200000.0,2015-01-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Company Men,The Company Men,2010-01-01,104.0,Drama,6.8,41139,Wein.,4400000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Boy,Beautiful Boy,2018-01-01,120.0,"Biography,Drama",7.3,30368,Anch.,77200.0,2011-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Boy,Beautiful Boy,2010-01-01,100.0,Drama,6.6,6058,Anch.,77200.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waste Land,Waste Land,2010-01-01,99.0,Documentary,7.9,8007,Arth.,188000.0,2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waste Land,Waste Land,2014-01-01,97.0,"Drama,Thriller",5.5,257,Arth.,188000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Tempest,The Tempest,2010-01-01,110.0,"Comedy,Drama,Fantasy",5.4,7073,Mira.,278000.0,2010-01-01,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Tempest,The Tempest,2014-01-01,169.0,"Comedy,Drama",8.5,171,Mira.,278000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tempest,The Tempest,2010-01-01,131.0,Drama,7.8,94,Mira.,278000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Teacher,Bad Teacher,2011-01-01,92.0,"Comedy,Romance",5.7,181189,Sony,100300000.0,2011-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ceremony,Ceremony,2010-01-01,89.0,"Comedy,Romance",5.5,3951,Magn.,22300.0,2011-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Romantics,The Romantics,2010-01-01,95.0,"Comedy,Drama,Romance",5.1,11069,FOAK,107000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Just Wright,Just Wright,2010-01-01,100.0,"Comedy,Romance,Sport",5.9,12466,FoxS,21500000.0,2010-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Brick Mansions,Brick Mansions,2014-01-01,90.0,"Action,Crime",5.7,37528,Rela.,20400000.0,2014-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Truth,Truth,2017-01-01,80.0,"Drama,History,Thriller",7.1,565,SPC,2500000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Truth,Truth,2011-01-01,99.0,"Drama,Romance",5.8,75,SPC,2500000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Truth,Truth,2013-01-01,94.0,"Drama,Romance,Thriller",5.1,513,SPC,2500000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Truth,Truth,2015-01-01,125.0,"Biography,Drama,History",6.8,17075,SPC,2500000.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Conjuring,The Conjuring,2013-01-01,112.0,"Horror,Mystery,Thriller",7.5,397233,WB (NL),137400000.0,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Mr. Pip,Mr. Pip,2012-01-01,116.0,"Drama,War",7.2,3361,Free,1700.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Meek's Cutoff,Meek's Cutoff,2010-01-01,104.0,"Drama,Western",6.6,10439,Osci.,978000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flypaper,Flypaper,2011-01-01,87.0,"Comedy,Crime,Mystery",6.4,30352,IFC,5000.0,2011-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GasLand,GasLand,2010-01-01,107.0,Documentary,7.7,9940,WOW,30800.0,2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Break Ke Baad,Break Ke Baad,2010-01-01,118.0,"Comedy,Drama,Romance",5.2,3651,Relbig.,428000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Puncture,Puncture,2011-01-01,100.0,"Biography,Drama",6.9,21540,MNE,68900.0,2011-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maleficent,Maleficent,2014-01-01,97.0,"Action,Adventure,Family",7.0,305832,BV,241400000.0,2014-01-01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast Five,Fast Five,2011-01-01,130.0,"Action,Crime,Thriller",7.3,329892,Uni.,209800000.0,2011-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ATM,ATM,2012-01-01,90.0,"Horror,Thriller",4.7,21608,IFC,3000.0,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Young Adult,Young Adult,2011-01-01,94.0,"Comedy,Drama",6.3,74071,Par.,16300000.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackthorn,Blackthorn,2011-01-01,102.0,"Action,Adventure,Western",6.6,8553,Magn.,201000.0,2011-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flowers,Flowers,2010-01-01,110.0,Drama,6.8,267,MBox,61600.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flowers,Flowers,2015-01-01,79.0,"Horror,Mystery,Thriller",5.6,272,MBox,61600.0,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Flowers,Loreak,2014-01-01,99.0,Drama,6.9,2362,MBox,61600.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Screaming Man,Un homme qui crie,2010-01-01,92.0,Drama,6.7,1370,FM,9900.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombiana,Colombiana,2011-01-01,108.0,"Action,Drama,Thriller",6.4,87659,TriS,36700000.0,2011-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
You Ain't Seen Nothin' Yet,Vous n'avez encore rien vu,2012-01-01,115.0,"Comedy,Drama",6.4,1266,KL,18900.0,2013-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Bulli: Cooking in Progress,El Bulli: Cooking in Progress,2010-01-01,108.0,Documentary,6.3,1035,AM,237000.0,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Young Karl Marx,Le jeune Karl Marx,2017-01-01,118.0,"Biography,Drama,History",6.6,4346,Orch.,126000.0,2018-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zero Dark Thirty,Zero Dark Thirty,2012-01-01,157.0,"Drama,Thriller",7.4,251072,Sony,95700000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Django Unchained,Django Unchained,2012-01-01,165.0,"Drama,Western",8.4,1211405,Wein.,162800000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Pigeon Sat on a Branch Reflecting on Existence,En duva satt på en gren och funderade på tillvaron,2014-01-01,101.0,"Comedy,Drama,Fantasy",7.0,14199,Magn.,223000.0,2015-01-01,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Best Offer,La migliore offerta,2013-01-01,131.0,"Crime,Drama,Mystery",7.8,96073,IFC,100000.0,2014-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chinese Puzzle,Casse-tête chinois,2013-01-01,117.0,"Comedy,Drama,Romance",7.0,12335,Cohen,339000.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Capital,Le capital,2012-01-01,114.0,Drama,6.5,4736,Cohen,102000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Assassin,American Assassin,2017-01-01,112.0,"Action,Thriller",6.2,57793,LGF,36200000.0,2017-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Most Wanted Man,A Most Wanted Man,2014-01-01,122.0,"Crime,Drama,Thriller",6.8,67914,RAtt.,17200000.0,2014-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
