title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,studio,domestic_gross,year,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,2011-01-01,90.0,"Adventure,Comedy",6.3,62151,WB,35100000.0,2011-01-01,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As Good as Dead,As Good as Dead,2010-01-01,100.0,"Crime,Thriller",5.2,1441,First,2000.0,2010-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chance Pe Dance,Chance Pe Dance,2010-01-01,122.0,"Comedy,Drama,Musical",4.7,2501,UTV,169000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
True Grit,True Grit,2010-01-01,110.0,"Adventure,Drama,Western",7.6,284034,Par.,171200000.0,2010-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Table 19,Table 19,2017-01-01,87.0,"Comedy,Drama,Romance",5.8,22751,FoxS,3600000.0,2017-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Big Miracle,Big Miracle,2012-01-01,107.0,"Biography,Drama,Family",6.5,17585,Uni.,20200000.0,2012-01-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamara Drewe,Tamara Drewe,2010-01-01,107.0,"Comedy,Drama,Romance",6.2,19362,SPC,560000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Carancho,Carancho,2010-01-01,107.0,"Crime,Drama,Romance",6.9,7084,Strand,85500.0,2011-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Elite Squad: The Enemy Within,Tropa de Elite 2: O Inimigo Agora é Outro,2010-01-01,115.0,"Action,Crime,Drama",8.0,75071,Vari.,100000.0,2011-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret World of Arrietty,Kari-gurashi no Arietti,2010-01-01,94.0,"Adventure,Animation,Family",7.6,68266,BV,19200000.0,2012-01-01,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Nobbs,Albert Nobbs,2011-01-01,113.0,"Drama,Romance",6.7,22213,RAtt.,3000000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bleed for This,Bleed for This,2016-01-01,117.0,"Biography,Drama,Sport",6.8,21946,ORF,5100000.0,2016-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ParaNorman,ParaNorman,2012-01-01,92.0,"Adventure,Animation,Comedy",7.0,87250,Focus,56000000.0,2012-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love, Rosie","Love, Rosie",2014-01-01,102.0,"Comedy,Romance",7.2,104983,TFA,20400.0,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Client 9: The Rise and Fall of Eliot Spitzer,Client 9: The Rise and Fall of Eliot Spitzer,2010-01-01,117.0,Documentary,7.4,2097,Magn.,189000.0,2010-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armadillo,Armadillo,2010-01-01,105.0,"Documentary,War",7.5,8906,Lorb.,14600.0,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
How to Train Your Dragon 2,How to Train Your Dragon 2,2014-01-01,102.0,"Action,Adventure,Animation",7.8,278205,Fox,177000000.0,2014-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girl on a Bicycle,Girl on a Bicycle,2013-01-01,101.0,"Comedy,Drama,Romance",6.2,1998,Mont.,91400.0,2014-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vampire Academy,Vampire Academy,2014-01-01,104.0,"Action,Comedy,Drama",5.5,49328,Wein.,7800000.0,2014-01-01,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011-01-01,105.0,"Documentary,Music",1.6,74978,Par.,73000000.0,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jersey Boys,Jersey Boys,2014-01-01,134.0,"Biography,Drama,Music",6.8,30410,WB,47000000.0,2014-01-01,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
You Will Be My Son,Tu seras mon fils,2011-01-01,102.0,"Drama,Thriller",6.9,963,Cohen,285000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Expendables 2,The Expendables 2,2012-01-01,103.0,"Action,Adventure,Thriller",6.6,277584,LGF,85000000.0,2012-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Salesman,Le vendeur,2011-01-01,107.0,Drama,7.0,558,Cohen,2400000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Salesman,Forushande,2016-01-01,124.0,"Drama,Thriller",7.8,41497,Cohen,2400000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Maze Runner,The Maze Runner,2014-01-01,113.0,"Action,Mystery,Sci-Fi",6.8,387038,Fox,102400000.0,2014-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Gotti,Gotti,2018-01-01,112.0,"Biography,Crime,Drama",4.8,10358,VE,4300000.0,2018-01-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heaven Knows What,Heaven Knows What,2014-01-01,97.0,Drama,6.7,4520,RTWC,80700.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disorder,Maryland,2015-01-01,98.0,"Drama,Thriller",6.2,5043,IFC,51900.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Don't Breathe,Don't Breathe,2016-01-01,88.0,"Crime,Horror,Thriller",7.1,186799,SGem,89200000.0,2016-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Don't Breathe,Don't Breathe,2014-01-01,86.0,Documentary,6.6,43,SGem,89200000.0,2016-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Cousin Rachel,My Cousin Rachel,2017-01-01,106.0,"Drama,Mystery,Romance",6.0,15473,FoxS,2700000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Dilwale,Dilwale,2015-01-01,158.0,"Action,Comedy,Romance",5.2,28990,UTV,4900000.0,2015-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
On the Basis of Sex,On the Basis of Sex,2018-01-01,120.0,"Biography,Drama",6.9,12083,Focus,24600000.0,2018-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Railroad Tigers,Railroad Tigers,2016-01-01,124.0,"Action,Comedy,War",5.9,3208,WGUSA,218000.0,2017-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Slack Bay,Ma Loute,2016-01-01,122.0,Comedy,6.0,3585,KL,113000.0,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baahubali 2: The Conclusion,Baahubali 2: The Conclusion,2017-01-01,167.0,"Action,Drama",8.3,65656,GrtIndia,20200000.0,2017-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kiki, Love to Love","Kiki, el amor se hace",2016-01-01,102.0,"Comedy,Romance",6.5,4731,Strand,12500.0,2016-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mary Poppins Returns,Mary Poppins Returns,2018-01-01,130.0,"Comedy,Family,Fantasy",6.9,52103,BV,172000000.0,2018-01-01,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Favourite,The Favourite,2018-01-01,119.0,"Biography,Drama,History",7.6,116011,FoxS,34400000.0,2018-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"I, Daniel Blake","I, Daniel Blake",2016-01-01,100.0,Drama,7.9,44200,IFC,260000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lean on Pete,Lean on Pete,2017-01-01,121.0,"Adventure,Drama",7.2,8607,A24,1200000.0,2018-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Butler: Book of the Atlantic,Kuroshitsuji: Book of the Atlantic,2017-01-01,101.0,Animation,7.7,621,FUN,248000.0,2017-01-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The New Year's Eve of Old Lee,Guo nian hao,2016-01-01,106.0,Drama,4.6,36,CL,25400.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dear Zindagi,Dear Zindagi,2016-01-01,151.0,"Drama,Romance",7.6,31809,Relbig.,2400000.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fabricated City,Fabricated City,2017-01-01,126.0,"Action,Crime",6.9,3034,CJ,105000.0,2017-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanju,Sanju,2018-01-01,155.0,"Biography,Drama",7.9,40473,FIP,7900000.0,2018-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water for Elephants,Water for Elephants,2011-01-01,120.0,"Drama,Romance",6.9,105812,Fox,58700000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Skyfall,Skyfall,2012-01-01,143.0,"Action,Adventure,Thriller",7.8,592221,Sony,304400000.0,2012-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hysteria,Hysteria,2010-01-01,107.3058943089431,"Horror,Thriller",6.7,49,SPC,1800000.0,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Hysteria,Hysteria,2011-01-01,100.0,"Comedy,Romance",6.7,29014,SPC,1800000.0,2012-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hysteria,Hysteria,2016-01-01,81.0,"Drama,Thriller",7.4,18,SPC,1800000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Doctor Strange,Doctor Strange,2016-01-01,115.0,"Action,Adventure,Fantasy",7.5,514510,BV,232600000.0,2016-01-01,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chimpanzee,Chimpanzee,2012-01-01,78.0,Documentary,7.2,5539,BV,29000000.0,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tourist,The Tourist,2010-01-01,103.0,"Action,Adventure,Thriller",6.0,206714,Sony,67600000.0,2010-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Royal Affair,En kongelig affære,2012-01-01,137.0,"Biography,Drama,History",7.6,40993,Magn.,1500000.0,2012-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
How to Be Single,How to Be Single,2016-01-01,110.0,"Comedy,Drama,Romance",6.1,74329,WB (NL),46800000.0,2016-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Turin Horse,A torinói ló,2011-01-01,155.0,Drama,7.8,13459,CGld,56400.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011-01-01,105.0,"Action,Drama,Sci-Fi",7.6,473020,Fox,176800000.0,2011-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Lucky One,The Lucky One,2012-01-01,101.0,"Drama,Romance",6.5,94359,WB,60500000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
How Do You Know,How Do You Know,2010-01-01,121.0,"Comedy,Drama,Romance",5.4,41072,Sony,30200000.0,2010-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Transformers: Dark of the Moon,Transformers: Dark of the Moon,2011-01-01,154.0,"Action,Adventure,Sci-Fi",6.2,366409,P/DW,352400000.0,2011-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hangover Part II,The Hangover Part II,2011-01-01,102.0,"Comedy,Mystery",6.5,432800,WB,254500000.0,2011-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My Afternoons with Margueritte,La tête en friche,2010-01-01,82.0,"Comedy,Drama",7.2,6329,Cohen,667000.0,2011-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend of the Fist: The Return of Chen Zhen,Jing wu feng yun: Chen Zhen,2010-01-01,106.0,"Action,Drama,History",6.3,9202,Vari.,50400.0,2011-01-01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Road to Nowhere,Road to Nowhere,2010-01-01,121.0,"Romance,Thriller",5.5,1552,Mont.,40300.0,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Anonymous,Anonymous,2011-01-01,130.0,"Drama,Thriller",6.9,37932,Sony,4500000.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
G.I. Joe: Retaliation,G.I. Joe: Retaliation,2013-01-01,110.0,"Action,Adventure,Sci-Fi",5.8,165536,Par.,122500000.0,2013-01-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"If I Want to Whistle, I Whistle","Eu cand vreau sa fluier, fluier",2010-01-01,94.0,Drama,7.2,5737,FM,12100.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockout,Lockout,2012-01-01,95.0,"Action,Sci-Fi,Thriller",6.1,89554,FD,14300000.0,2012-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Freeheld,Freeheld,2015-01-01,103.0,"Biography,Drama,Romance",6.5,10534,LGF,573000.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Anchor Baby,Anchor Baby,2010-01-01,95.0,"Drama,Thriller",7.0,25,AGF,15800.0,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wagner & Me,Wagner & Me,2010-01-01,89.0,"Biography,Documentary,History",7.0,283,FRun,37700.0,2012-01-01,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ready,Ready,2011-01-01,145.0,"Action,Comedy",4.8,13579,Eros,955000.0,2011-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We're the Millers,We're the Millers,2013-01-01,110.0,"Comedy,Crime",7.0,371759,WB (NL),150400000.0,2013-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knock Knock,Knock Knock,2015-01-01,99.0,"Drama,Thriller",4.9,68328,LGP,36300.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Knock Knock,Knock Knock,2017-01-01,55.0,Horror,6.0,10,LGP,36300.0,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maudie,Maudie,2016-01-01,115.0,"Biography,Drama,Romance",7.6,11427,SPC,6200000.0,2017-01-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Men & Chicken,Mænd & høns,2015-01-01,104.0,"Comedy,Drama,Mystery",6.7,9172,Drft.,30200.0,2016-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Valley of Love,Valley of Love,2015-01-01,91.0,Drama,5.9,1714,Strand,28600.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodlawn,Woodlawn,2015-01-01,123.0,"Drama,Sport",6.5,6070,PFR,14400000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Being 17,Quand on a 17 ans,2016-01-01,116.0,"Drama,Romance",7.2,4576,Strand,52700.0,2016-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Creed,Creed,2016-01-01,80.0,"Crime,Drama",5.8,25,WB (NL),109800000.0,2015-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creed,Creed,2010-01-01,77.0,Horror,6.6,12,WB (NL),109800000.0,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Creed,Creed,2015-01-01,133.0,"Drama,Sport",7.6,224671,WB (NL),109800000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Detective K: Secret of the Lost Island,Joseon Myungtamjung: Nobui Ddal,2015-01-01,124.0,"Action,Adventure,Comedy",6.4,393,CJ,185000.0,2015-01-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let's Get Married,Zan men jie hun ba,2015-01-01,127.0,"Comedy,Romance",5.6,140,CL,463000.0,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Death of Stalin,The Death of Stalin,2017-01-01,107.0,"Comedy,Drama,History",7.2,63156,IFC,8000000.0,2018-01-01,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Northern Limit Line,Yeonpyeong haejeon,2015-01-01,130.0,"Drama,War",6.6,870,WGUSA,338000.0,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Saving Mr. Wu,Jie jiu Wu xian sheng,2015-01-01,105.0,"Action,Crime,Drama",6.7,1918,UEP,92700.0,2015-01-01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Word,The Last Word,2017-01-01,108.0,"Comedy,Drama",6.6,6255,BST,1800000.0,2017-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Priests,Geomeun sajedeul,2015-01-01,103.0,"Mystery,Thriller",6.4,1303,CJ,185000.0,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Happy End,Happy End,2017-01-01,107.0,Drama,6.7,10261,SPC,302000.0,2017-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy End,Happy End,2011-01-01,97.0,"Crime,Drama",6.0,424,SPC,302000.0,2017-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hurricane Heist,The Hurricane Heist,2018-01-01,103.0,"Action,Adventure,Crime",5.1,15326,ENTMP,6100000.0,2018-01-01,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadpool 2,Deadpool 2,2018-01-01,119.0,"Action,Adventure,Comedy",7.8,391735,Fox,318500000.0,2018-01-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Days in Entebbe,Entebbe,2018-01-01,107.0,"Action,Drama,History",5.8,10441,Focus,3300000.0,2018-01-01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Confidential Assignment,Gongjo,2017-01-01,125.0,Action,6.5,1828,CJ,476000.0,2017-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Battleship Island,Gunhamdo,2017-01-01,132.0,"Action,Drama,History",7.1,4542,CJ,1100000.0,2017-01-01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mubarakan,Mubarakan,2017-01-01,156.0,"Comedy,Romance",5.6,2989,Sony,759000.0,2017-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013-01-01,114.0,"Adventure,Comedy,Drama",7.3,275300,Fox,58200000.0,2013-01-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreams of a Life,Dreams of a Life,2011-01-01,95.0,"Biography,Documentary,Drama",6.8,2821,Strand,8400.0,2012-01-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War Witch,Rebelle,2012-01-01,90.0,"Drama,War",7.1,6652,Trib.,70500.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nebraska,Nebraska,2013-01-01,115.0,"Adventure,Comedy,Drama",7.7,105304,Par.,17700000.0,2013-01-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Once Upon a Time in Anatolia,Bir Zamanlar Anadolu'da,2011-01-01,157.0,"Crime,Drama",7.9,34691,CGld,152000.0,2012-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The German Doctor,Wakolda,2013-01-01,93.0,"Drama,History,Thriller",6.8,5799,Gold.,418000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Phantom Boy,Phantom Boy,2015-01-01,84.0,"Action,Adventure,Animation",6.6,1156,GK,34400.0,2016-01-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penguins of Madagascar,Penguins of Madagascar,2014-01-01,92.0,"Adventure,Animation,Comedy",6.7,72551,Fox,83400000.0,2014-01-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder 2,Murder 2,2011-01-01,127.0,"Action,Crime,Thriller",6.2,5773,Eros,59500.0,2011-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Let's Be Cops,Let's Be Cops,2014-01-01,104.0,"Comedy,Crime",6.4,121633,Fox,82400000.0,2014-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Maisie Knew,What Maisie Knew,2012-01-01,99.0,Drama,7.5,25455,MNE,1100000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hit and Run,Hit and Run,2012-01-01,100.0,"Action,Comedy",6.1,32414,ORF,13700000.0,2012-01-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone,Kamen,2012-01-01,90.0,"Crime,Drama,Thriller",5.6,607,Over.,1800000.0,2010-01-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stone,Stone,2010-01-01,105.0,"Drama,Thriller",5.4,38667,Over.,1800000.0,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012-01-01,176.0,"Drama,Romance",6.8,48364,Yash,3000000.0,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
About Time,About Time,2013-01-01,123.0,"Comedy,Drama,Fantasy",7.8,263136,Uni.,15300000.0,2013-01-01,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Devil's Hand,Where the Devil Hides,2014-01-01,86.0,"Horror,Thriller",5.0,3339,RAtt.,5700.0,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Chakravyuh,Chakravyuh,2012-01-01,152.0,"Action,Drama,Thriller",6.9,2838,Eros,152000.0,2012-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7 Boxes,7 cajas,2012-01-01,105.0,"Adventure,Crime,Drama",7.2,4727,BGP,38100.0,2014-01-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Jasmine,Blue Jasmine,2013-01-01,98.0,Drama,7.3,179453,SPC,33400000.0,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lunchbox,Dabba,2013-01-01,104.0,"Drama,Romance",7.8,42618,SPC,4200000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jerusalem,Jerusalem,2013-01-01,44.0,Documentary,7.3,1056,NGE,8000000.0,2013-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Homesman,The Homesman,2014-01-01,122.0,"Drama,Western",6.6,27724,Saban,2400000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Desert Dancer,Desert Dancer,2014-01-01,104.0,"Biography,Drama,Music",6.2,1653,Rela.,155000.0,2015-01-01,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red Obsession,Red Obsession,2013-01-01,75.0,"Documentary,History,News",6.7,1167,A23,13200.0,2013-01-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
God's Not Dead,God's Not Dead,2014-01-01,113.0,Drama,4.8,38051,Free,60800000.0,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fencer,Miekkailija,2015-01-01,99.0,"Biography,Drama,History",7.2,4063,CFI,96000.0,2017-01-01,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blackhat,Blackhat,2015-01-01,133.0,"Action,Crime,Thriller",5.4,48427,Uni.,8000000.0,2015-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gemma Bovery,Gemma Bovery,2014-01-01,99.0,"Comedy,Drama,Romance",6.4,5146,MBox,192000.0,2015-01-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wolf Totem,Le dernier loup,2015-01-01,121.0,"Adventure,Drama",6.7,5039,Sony,211000.0,2015-01-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
